DataCode,RecType,RecYear,PlotID,Treatment,Spnum,Genus,Species,Abundance
PPL01,1,2010,31,N2P1,18,sorghastrum,nutans,7.25
PPL01,1,2010,31,N2P1,2,andropogon,gerardii,43.75
PPL01,1,2010,31,N2P1,21,sporobolus,asper,4.5
PPL01,1,2010,31,N2P1,211,ambrosia,artemisiifolia,8.25
PPL01,1,2010,31,N2P1,3,andropogon,scoparius,7.25
PPL01,1,2010,31,N2P1,33,carex,heliophila,2
PPL01,1,2010,31,N2P1,34,carex,meadii,20.25
PPL01,1,2010,31,N2P1,4,bouteloua,curtipendula,6
PPL01,1,2010,31,N2P1,46,ambrosia,psilostachya,1.5
PPL01,1,2010,31,N2P1,55,asclepias,verticillata,0.5
PPL01,1,2010,32,N2P0,102,oxalis,stricta,0.75
PPL01,1,2010,32,N2P0,11,eragrostis,spectabilis,2.5
PPL01,1,2010,32,N2P0,120,ruellia,humilis,0.25
PPL01,1,2010,32,N2P0,14,dichanthelium,oligosanthes,65
PPL01,1,2010,32,N2P0,141,viola,rafinesquii,0.5
PPL01,1,2010,32,N2P0,16,dichanthelium,acuminatum,2
PPL01,1,2010,32,N2P0,17,poa,pratensis,8.25
PPL01,1,2010,32,N2P0,18,sorghastrum,nutans,13.75
PPL01,1,2010,32,N2P0,2,andropogon,gerardii,37.5
PPL01,1,2010,32,N2P0,21,sporobolus,asper,5
PPL01,1,2010,32,N2P0,3,andropogon,scoparius,13.25
PPL01,1,2010,32,N2P0,34,carex,meadii,21
PPL01,1,2010,32,N2P0,4,bouteloua,curtipendula,21.75
PPL01,1,2010,32,N2P0,40,amorpha,canescens,1
PPL01,1,2010,32,N2P0,58,aster,ericoides,32.75
PPL01,1,2010,32,N2P0,71,conyza,canadensis,1.5
PPL01,1,2010,32,N2P0,86,kuhnia,eupatorioides,0.75
PPL01,1,2010,33,N1P0,102,oxalis,stricta,0.25
PPL01,1,2010,33,N1P0,11,eragrostis,spectabilis,8.25
PPL01,1,2010,33,N1P0,111,physalis,pumila,1
PPL01,1,2010,33,N1P0,120,ruellia,humilis,0.25
PPL01,1,2010,33,N1P0,121,salvia,azurea,1.75
PPL01,1,2010,33,N1P0,125,sisyrinchium,campestre,1
PPL01,1,2010,33,N1P0,137,triodanis,perfoliata,0.25
PPL01,1,2010,33,N1P0,14,dichanthelium,oligosanthes,16.5
PPL01,1,2010,33,N1P0,17,poa,pratensis,1
PPL01,1,2010,33,N1P0,18,sorghastrum,nutans,8
PPL01,1,2010,33,N1P0,2,andropogon,gerardii,44.25
PPL01,1,2010,33,N1P0,21,sporobolus,asper,0.75
PPL01,1,2010,33,N1P0,23,sporobolus,heterolepis,2.5
PPL01,1,2010,33,N1P0,3,andropogon,scoparius,49.25
PPL01,1,2010,33,N1P0,33,carex,heliophila,6.75
PPL01,1,2010,33,N1P0,34,carex,meadii,6.75
PPL01,1,2010,33,N1P0,4,bouteloua,curtipendula,5.25
PPL01,1,2010,33,N1P0,40,amorpha,canescens,16.75
PPL01,1,2010,33,N1P0,49,antennaria,neglecta,0.75
PPL01,1,2010,33,N1P0,55,asclepias,verticillata,0.5
PPL01,1,2010,33,N1P0,58,aster,ericoides,20.25
PPL01,1,2010,33,N1P0,71,conyza,canadensis,0.25
PPL01,1,2010,33,N1P0,86,kuhnia,eupatorioides,0.25
PPL01,1,2010,33,N1P0,92,linum,sulcatum,4
PPL01,1,2010,34,N1P0,102,oxalis,stricta,0.25
PPL01,1,2010,34,N1P0,106,dalea,candida,4.25
PPL01,1,2010,34,N1P0,11,eragrostis,spectabilis,0.25
PPL01,1,2010,34,N1P0,14,dichanthelium,oligosanthes,7.25
PPL01,1,2010,34,N1P0,141,viola,rafinesquii,0.5
PPL01,1,2010,34,N1P0,17,poa,pratensis,1.25
PPL01,1,2010,34,N1P0,18,sorghastrum,nutans,9.75
PPL01,1,2010,34,N1P0,2,andropogon,gerardii,57.5
PPL01,1,2010,34,N1P0,3,andropogon,scoparius,39.25
PPL01,1,2010,34,N1P0,33,carex,heliophila,9.5
PPL01,1,2010,34,N1P0,34,carex,meadii,5.75
PPL01,1,2010,34,N1P0,4,bouteloua,curtipendula,2.5
PPL01,1,2010,34,N1P0,40,amorpha,canescens,8.75
PPL01,1,2010,34,N1P0,46,ambrosia,psilostachya,0.25
PPL01,1,2010,34,N1P0,58,aster,ericoides,4.25
PPL01,1,2010,34,N1P0,65,baptisia,australis,10
PPL01,1,2010,34,N1P0,71,conyza,canadensis,0.25
PPL01,1,2010,35,N2P3,102,oxalis,stricta,18
PPL01,1,2010,35,N2P3,111,physalis,pumila,5.5
PPL01,1,2010,35,N2P3,120,ruellia,humilis,2.25
PPL01,1,2010,35,N2P3,14,dichanthelium,oligosanthes,27.75
PPL01,1,2010,35,N2P3,17,poa,pratensis,0.25
PPL01,1,2010,35,N2P3,18,sorghastrum,nutans,21.5
PPL01,1,2010,35,N2P3,2,andropogon,gerardii,80
PPL01,1,2010,35,N2P3,268,sonchus,asper,0.75
PPL01,1,2010,35,N2P3,29,panicum,capillare,2
PPL01,1,2010,35,N2P3,3,andropogon,scoparius,5
PPL01,1,2010,35,N2P3,34,carex,meadii,1.5
PPL01,1,2010,35,N2P3,40,amorpha,canescens,4.5
PPL01,1,2010,35,N2P3,46,ambrosia,psilostachya,3.5
PPL01,1,2010,35,N2P3,58,aster,ericoides,11.75
PPL01,1,2010,36,N1P2,102,oxalis,stricta,1.5
PPL01,1,2010,36,N1P2,11,eragrostis,spectabilis,2.5
PPL01,1,2010,36,N1P2,137,triodanis,perfoliata,0.75
PPL01,1,2010,36,N1P2,14,dichanthelium,oligosanthes,23.75
PPL01,1,2010,36,N1P2,140,vernonia,baldwinii,3
PPL01,1,2010,36,N1P2,141,viola,rafinesquii,0.25
PPL01,1,2010,36,N1P2,17,poa,pratensis,3.25
PPL01,1,2010,36,N1P2,18,sorghastrum,nutans,8.75
PPL01,1,2010,36,N1P2,2,andropogon,gerardii,38.75
PPL01,1,2010,36,N1P2,21,sporobolus,asper,2.25
PPL01,1,2010,36,N1P2,3,andropogon,scoparius,56.25
PPL01,1,2010,36,N1P2,33,carex,heliophila,4
PPL01,1,2010,36,N1P2,34,carex,meadii,7
PPL01,1,2010,36,N1P2,4,bouteloua,curtipendula,3.5
PPL01,1,2010,36,N1P2,40,amorpha,canescens,1.5
PPL01,1,2010,36,N1P2,46,ambrosia,psilostachya,0.25
PPL01,1,2010,36,N1P2,58,aster,ericoides,25.25
PPL01,1,2010,36,N1P2,71,conyza,canadensis,0.75
PPL01,1,2010,37,N2P1,102,oxalis,stricta,2
PPL01,1,2010,37,N2P1,124,silene,antirrhina,0.25
PPL01,1,2010,37,N2P1,14,dichanthelium,oligosanthes,24.5
PPL01,1,2010,37,N2P1,141,viola,rafinesquii,0.5
PPL01,1,2010,37,N2P1,17,poa,pratensis,0.75
PPL01,1,2010,37,N2P1,18,sorghastrum,nutans,14.5
PPL01,1,2010,37,N2P1,2,andropogon,gerardii,24
PPL01,1,2010,37,N2P1,21,sporobolus,asper,23.25
PPL01,1,2010,37,N2P1,29,panicum,capillare,11
PPL01,1,2010,37,N2P1,3,andropogon,scoparius,7.5
PPL01,1,2010,37,N2P1,33,carex,heliophila,1
PPL01,1,2010,37,N2P1,34,carex,meadii,37.5
PPL01,1,2010,37,N2P1,4,bouteloua,curtipendula,4
PPL01,1,2010,37,N2P1,55,asclepias,verticillata,0.5
PPL01,1,2010,37,N2P1,58,aster,ericoides,37
PPL01,1,2010,37,N2P1,86,kuhnia,eupatorioides,0.5
PPL01,1,2010,38,N2P0,102,oxalis,stricta,5.25
PPL01,1,2010,38,N2P0,14,dichanthelium,oligosanthes,45.25
PPL01,1,2010,38,N2P0,141,viola,rafinesquii,0.25
PPL01,1,2010,38,N2P0,17,poa,pratensis,7
PPL01,1,2010,38,N2P0,18,sorghastrum,nutans,25.5
PPL01,1,2010,38,N2P0,2,andropogon,gerardii,46.25
PPL01,1,2010,38,N2P0,21,sporobolus,asper,7
PPL01,1,2010,38,N2P0,3,andropogon,scoparius,11.25
PPL01,1,2010,38,N2P0,34,carex,meadii,1.5
PPL01,1,2010,38,N2P0,4,bouteloua,curtipendula,3
PPL01,1,2010,38,N2P0,40,amorpha,canescens,17.5
PPL01,1,2010,38,N2P0,55,asclepias,verticillata,0.25
PPL01,1,2010,38,N2P0,58,aster,ericoides,11.25
PPL01,1,2010,38,N2P0,71,conyza,canadensis,4.25
PPL01,1,2010,38,N2P0,86,kuhnia,eupatorioides,0.75
PPL01,1,2010,39,N2P0,102,oxalis,stricta,6.5
PPL01,1,2010,39,N2P0,111,physalis,pumila,3.5
PPL01,1,2010,39,N2P0,120,ruellia,humilis,0.5
PPL01,1,2010,39,N2P0,14,dichanthelium,oligosanthes,62.5
PPL01,1,2010,39,N2P0,17,poa,pratensis,24.75
PPL01,1,2010,39,N2P0,18,sorghastrum,nutans,17
PPL01,1,2010,39,N2P0,2,andropogon,gerardii,17.5
PPL01,1,2010,39,N2P0,21,sporobolus,asper,7
PPL01,1,2010,39,N2P0,3,andropogon,scoparius,42.5
PPL01,1,2010,39,N2P0,34,carex,meadii,24.25
PPL01,1,2010,39,N2P0,4,bouteloua,curtipendula,5.25
PPL01,1,2010,39,N2P0,40,amorpha,canescens,2.25
PPL01,1,2010,39,N2P0,56,asclepias,viridis,4.25
PPL01,1,2010,39,N2P0,58,aster,ericoides,1.75
PPL01,1,2010,40,N2P0,102,oxalis,stricta,13.25
PPL01,1,2010,40,N2P0,14,dichanthelium,oligosanthes,45
PPL01,1,2010,40,N2P0,18,sorghastrum,nutans,10
PPL01,1,2010,40,N2P0,2,andropogon,gerardii,95
PPL01,1,2010,40,N2P0,21,sporobolus,asper,8
PPL01,1,2010,40,N2P0,3,andropogon,scoparius,1.75
PPL01,1,2010,40,N2P0,34,carex,meadii,0.5
PPL01,1,2010,40,N2P0,4,bouteloua,curtipendula,8
PPL01,1,2010,40,N2P0,40,amorpha,canescens,1.25
PPL01,1,2010,40,N2P0,44,achillea,millefolium,2
PPL01,1,2010,40,N2P0,55,asclepias,verticillata,1
PPL01,1,2010,40,N2P0,58,aster,ericoides,4.75
PPL01,1,2010,40,N2P0,71,conyza,canadensis,1.5
PPL01,1,2010,41,N1P2,102,oxalis,stricta,1.5
PPL01,1,2010,41,N1P2,120,ruellia,humilis,0.25
PPL01,1,2010,41,N1P2,14,dichanthelium,oligosanthes,12.25
PPL01,1,2010,41,N1P2,17,poa,pratensis,5.75
PPL01,1,2010,41,N1P2,18,sorghastrum,nutans,17.25
PPL01,1,2010,41,N1P2,2,andropogon,gerardii,28.75
PPL01,1,2010,41,N1P2,21,sporobolus,asper,6.5
PPL01,1,2010,41,N1P2,23,sporobolus,heterolepis,15
PPL01,1,2010,41,N1P2,3,andropogon,scoparius,18.75
PPL01,1,2010,41,N1P2,33,carex,heliophila,3.75
PPL01,1,2010,41,N1P2,34,carex,meadii,3.25
PPL01,1,2010,41,N1P2,4,bouteloua,curtipendula,3
PPL01,1,2010,41,N1P2,40,amorpha,canescens,22
PPL01,1,2010,41,N1P2,46,ambrosia,psilostachya,0.75
PPL01,1,2010,41,N1P2,58,aster,ericoides,5.5
PPL01,1,2010,41,N1P2,59,aster,oblongifolius,2.75
PPL01,1,2010,41,N1P2,71,conyza,canadensis,1.75
PPL01,1,2010,41,N1P2,92,linum,sulcatum,0.5
PPL01,1,2010,42,N2P3,102,oxalis,stricta,14.25
PPL01,1,2010,42,N2P3,121,salvia,azurea,7.25
PPL01,1,2010,42,N2P3,128,solidago,missouriensis,2.75
PPL01,1,2010,42,N2P3,14,dichanthelium,oligosanthes,9.75
PPL01,1,2010,42,N2P3,141,viola,rafinesquii,8.75
PPL01,1,2010,42,N2P3,17,poa,pratensis,5.25
PPL01,1,2010,42,N2P3,18,sorghastrum,nutans,21.75
PPL01,1,2010,42,N2P3,2,andropogon,gerardii,46.75
PPL01,1,2010,42,N2P3,21,sporobolus,asper,1.75
PPL01,1,2010,42,N2P3,211,ambrosia,artemisiifolia,39.25
PPL01,1,2010,42,N2P3,29,panicum,capillare,1
PPL01,1,2010,42,N2P3,3,andropogon,scoparius,4.5
PPL01,1,2010,42,N2P3,4,bouteloua,curtipendula,1
PPL01,1,2010,42,N2P3,40,amorpha,canescens,0.75
PPL01,1,2010,42,N2P3,46,ambrosia,psilostachya,0.25
PPL01,1,2010,42,N2P3,55,asclepias,verticillata,0.75
PPL01,1,2010,42,N2P3,58,aster,ericoides,1.25
PPL01,1,2010,42,N2P3,71,conyza,canadensis,8.75
PPL01,1,2010,43,N1P1,106,dalea,candida,1.5
PPL01,1,2010,43,N1P1,120,ruellia,humilis,0.5
PPL01,1,2010,43,N1P1,121,salvia,azurea,0.5
PPL01,1,2010,43,N1P1,137,triodanis,perfoliata,0.25
PPL01,1,2010,43,N1P1,14,dichanthelium,oligosanthes,4
PPL01,1,2010,43,N1P1,141,viola,rafinesquii,0.25
PPL01,1,2010,43,N1P1,17,poa,pratensis,11
PPL01,1,2010,43,N1P1,18,sorghastrum,nutans,23.5
PPL01,1,2010,43,N1P1,2,andropogon,gerardii,91.25
PPL01,1,2010,43,N1P1,21,sporobolus,asper,10.5
PPL01,1,2010,43,N1P1,3,andropogon,scoparius,2
PPL01,1,2010,43,N1P1,33,carex,heliophila,11.75
PPL01,1,2010,43,N1P1,34,carex,meadii,3.5
PPL01,1,2010,43,N1P1,4,bouteloua,curtipendula,2.75
PPL01,1,2010,43,N1P1,46,ambrosia,psilostachya,0.75
PPL01,1,2010,43,N1P1,58,aster,ericoides,6.75
PPL01,1,2010,43,N1P1,71,conyza,canadensis,5
PPL01,1,2010,44,N2P2,102,oxalis,stricta,28.75
PPL01,1,2010,44,N2P2,111,physalis,pumila,4.5
PPL01,1,2010,44,N2P2,14,dichanthelium,oligosanthes,45.5
PPL01,1,2010,44,N2P2,18,sorghastrum,nutans,20
PPL01,1,2010,44,N2P2,2,andropogon,gerardii,45
PPL01,1,2010,44,N2P2,21,sporobolus,asper,0.5
PPL01,1,2010,44,N2P2,246,chenopodium,berlandieri,3.25
PPL01,1,2010,44,N2P2,29,panicum,capillare,2.75
PPL01,1,2010,44,N2P2,3,andropogon,scoparius,8.75
PPL01,1,2010,44,N2P2,34,carex,meadii,0.5
PPL01,1,2010,44,N2P2,40,amorpha,canescens,7
PPL01,1,2010,44,N2P2,46,ambrosia,psilostachya,2.25
PPL01,1,2010,44,N2P2,55,asclepias,verticillata,1.75
PPL01,1,2010,44,N2P2,58,aster,ericoides,20.5
PPL01,1,2010,44,N2P2,71,conyza,canadensis,53.25
PPL01,1,2010,45,N2P1,102,oxalis,stricta,12.5
PPL01,1,2010,45,N2P1,111,physalis,pumila,0.25
PPL01,1,2010,45,N2P1,128,solidago,missouriensis,1.75
PPL01,1,2010,45,N2P1,14,dichanthelium,oligosanthes,34.5
PPL01,1,2010,45,N2P1,17,poa,pratensis,17.25
PPL01,1,2010,45,N2P1,18,sorghastrum,nutans,5.5
PPL01,1,2010,45,N2P1,2,andropogon,gerardii,82.5
PPL01,1,2010,45,N2P1,21,sporobolus,asper,1.5
PPL01,1,2010,45,N2P1,3,andropogon,scoparius,14
PPL01,1,2010,45,N2P1,33,carex,heliophila,0.5
PPL01,1,2010,45,N2P1,34,carex,meadii,32
PPL01,1,2010,45,N2P1,4,bouteloua,curtipendula,4
PPL01,1,2010,45,N2P1,40,amorpha,canescens,6
PPL01,1,2010,45,N2P1,55,asclepias,verticillata,0.5
PPL01,1,2010,45,N2P1,58,aster,ericoides,4.25
PPL01,1,2010,45,N2P1,71,conyza,canadensis,1.75
PPL01,1,2010,46,N2P3,102,oxalis,stricta,81.25
PPL01,1,2010,46,N2P3,111,physalis,pumila,2.75
PPL01,1,2010,46,N2P3,14,dichanthelium,oligosanthes,12.5
PPL01,1,2010,46,N2P3,141,viola,rafinesquii,1.25
PPL01,1,2010,46,N2P3,18,sorghastrum,nutans,17.5
PPL01,1,2010,46,N2P3,2,andropogon,gerardii,76.25
PPL01,1,2010,46,N2P3,21,sporobolus,asper,4
PPL01,1,2010,46,N2P3,3,andropogon,scoparius,23.75
PPL01,1,2010,46,N2P3,34,carex,meadii,6.5
PPL01,1,2010,46,N2P3,4,bouteloua,curtipendula,3.25
PPL01,1,2010,46,N2P3,58,aster,ericoides,0.75
PPL01,1,2010,47,N2P0,102,oxalis,stricta,4.5
PPL01,1,2010,47,N2P0,137,triodanis,perfoliata,0.5
PPL01,1,2010,47,N2P0,14,dichanthelium,oligosanthes,42
PPL01,1,2010,47,N2P0,141,viola,rafinesquii,0.25
PPL01,1,2010,47,N2P0,18,sorghastrum,nutans,14.75
PPL01,1,2010,47,N2P0,2,andropogon,gerardii,41.25
PPL01,1,2010,47,N2P0,3,andropogon,scoparius,20
PPL01,1,2010,47,N2P0,33,carex,heliophila,0.25
PPL01,1,2010,47,N2P0,34,carex,meadii,9
PPL01,1,2010,47,N2P0,4,bouteloua,curtipendula,5.25
PPL01,1,2010,47,N2P0,410,eupatorium,altissimum,2.75
PPL01,1,2010,47,N2P0,58,aster,ericoides,46.25
PPL01,1,2010,48,N1P0,102,oxalis,stricta,0.25
PPL01,1,2010,48,N1P0,124,silene,antirrhina,0.25
PPL01,1,2010,48,N1P0,137,triodanis,perfoliata,1
PPL01,1,2010,48,N1P0,14,dichanthelium,oligosanthes,15
PPL01,1,2010,48,N1P0,17,poa,pratensis,1.75
PPL01,1,2010,48,N1P0,18,sorghastrum,nutans,9.5
PPL01,1,2010,48,N1P0,2,andropogon,gerardii,35
PPL01,1,2010,48,N1P0,3,andropogon,scoparius,68.75
PPL01,1,2010,48,N1P0,33,carex,heliophila,6
PPL01,1,2010,48,N1P0,34,carex,meadii,9.5
PPL01,1,2010,48,N1P0,4,bouteloua,curtipendula,3.5
PPL01,1,2010,48,N1P0,40,amorpha,canescens,4.5
PPL01,1,2010,48,N1P0,46,ambrosia,psilostachya,0.25
PPL01,1,2010,48,N1P0,55,asclepias,verticillata,0.25
PPL01,1,2010,48,N1P0,58,aster,ericoides,5.75
PPL01,1,2010,48,N1P0,59,aster,oblongifolius,2.5
PPL01,1,2010,48,N1P0,86,kuhnia,eupatorioides,0.25
PPL01,1,2010,48,N1P0,92,linum,sulcatum,2
PPL01,1,2011,1,N2P1,102,oxalis,stricta,9.25
PPL01,1,2011,1,N2P1,128,solidago,missouriensis,83.75
PPL01,1,2011,1,N2P1,14,dichanthelium,oligosanthes,4.75
PPL01,1,2011,1,N2P1,18,sorghastrum,nutans,7
PPL01,1,2011,1,N2P1,2,andropogon,gerardii,11.25
PPL01,1,2011,1,N2P1,216,euphorbia,serpens,0.25
PPL01,1,2011,1,N2P1,3,andropogon,scoparius,6.5
PPL01,1,2011,1,N2P1,34,carex,meadii,13.25
PPL01,1,2011,1,N2P1,4,bouteloua,curtipendula,7.5
PPL01,1,2011,1,N2P1,407,cirsium,altissimum,0.5
PPL01,1,2011,1,N2P1,46,ambrosia,psilostachya,3.75
PPL01,1,2011,1,N2P1,58,aster,ericoides,5.25
PPL01,1,2011,1,N2P1,71,conyza,canadensis,1
PPL01,1,2011,2,N1P3,102,oxalis,stricta,0.75
PPL01,1,2011,2,N1P3,111,physalis,pumila,3.25
PPL01,1,2011,2,N1P3,120,ruellia,humilis,0.5
PPL01,1,2011,2,N1P3,128,solidago,missouriensis,0.75
PPL01,1,2011,2,N1P3,14,dichanthelium,oligosanthes,32.5
PPL01,1,2011,2,N1P3,16,dichanthelium,acuminatum,2.25
PPL01,1,2011,2,N1P3,17,poa,pratensis,0.5
PPL01,1,2011,2,N1P3,18,sorghastrum,nutans,26.25
PPL01,1,2011,2,N1P3,2,andropogon,gerardii,75
PPL01,1,2011,2,N1P3,3,andropogon,scoparius,19.75
PPL01,1,2011,2,N1P3,33,carex,heliophila,3.5
PPL01,1,2011,2,N1P3,34,carex,meadii,6
PPL01,1,2011,2,N1P3,4,bouteloua,curtipendula,8.75
PPL01,1,2011,2,N1P3,40,amorpha,canescens,15
PPL01,1,2011,2,N1P3,407,cirsium,altissimum,0.5
PPL01,1,2011,2,N1P3,46,ambrosia,psilostachya,1.5
PPL01,1,2011,2,N1P3,55,asclepias,verticillata,0.25
PPL01,1,2011,2,N1P3,58,aster,ericoides,5
PPL01,1,2011,2,N1P3,86,kuhnia,eupatorioides,4.25
PPL01,1,2011,3,N1P1,11,eragrostis,spectabilis,3.75
PPL01,1,2011,3,N1P1,111,physalis,pumila,1
PPL01,1,2011,3,N1P1,12,koeleria,pyramidata,0.25
PPL01,1,2011,3,N1P1,122,schrankia,nuttallii,0.5
PPL01,1,2011,3,N1P1,14,dichanthelium,oligosanthes,8.25
PPL01,1,2011,3,N1P1,17,poa,pratensis,3
PPL01,1,2011,3,N1P1,18,sorghastrum,nutans,17
PPL01,1,2011,3,N1P1,2,andropogon,gerardii,45
PPL01,1,2011,3,N1P1,21,sporobolus,asper,3
PPL01,1,2011,3,N1P1,216,euphorbia,serpens,1.5
PPL01,1,2011,3,N1P1,3,andropogon,scoparius,38.25
PPL01,1,2011,3,N1P1,33,carex,heliophila,16.5
PPL01,1,2011,3,N1P1,34,carex,meadii,3.75
PPL01,1,2011,3,N1P1,4,bouteloua,curtipendula,10.25
PPL01,1,2011,3,N1P1,55,asclepias,verticillata,1.5
PPL01,1,2011,3,N1P1,58,aster,ericoides,5.5
PPL01,1,2011,3,N1P1,86,kuhnia,eupatorioides,2
PPL01,1,2011,4,N2P2,102,oxalis,stricta,68.75
PPL01,1,2011,4,N2P2,111,physalis,pumila,26.25
PPL01,1,2011,4,N2P2,14,dichanthelium,oligosanthes,25.5
PPL01,1,2011,4,N2P2,18,sorghastrum,nutans,26
PPL01,1,2011,4,N2P2,190,setaria,glauca,3
PPL01,1,2011,4,N2P2,2,andropogon,gerardii,36.25
PPL01,1,2011,4,N2P2,21,sporobolus,asper,2.5
PPL01,1,2011,4,N2P2,216,euphorbia,serpens,1.5
PPL01,1,2011,4,N2P2,3,andropogon,scoparius,5.75
PPL01,1,2011,4,N2P2,33,carex,heliophila,2.25
PPL01,1,2011,4,N2P2,34,carex,meadii,16.75
PPL01,1,2011,4,N2P2,4,bouteloua,curtipendula,4.75
PPL01,1,2011,4,N2P2,40,amorpha,canescens,4.75
PPL01,1,2011,4,N2P2,46,ambrosia,psilostachya,11.25
PPL01,1,2011,4,N2P2,54,asclepias,stenophylla,0.75
PPL01,1,2011,4,N2P2,58,aster,ericoides,1.75
PPL01,1,2011,4,N2P2,59,aster,oblongifolius,1
PPL01,1,2011,4,N2P2,71,conyza,canadensis,4.75
PPL01,1,2011,4,N2P2,86,kuhnia,eupatorioides,0.75
PPL01,1,2011,5,N2P1,102,oxalis,stricta,7.75
PPL01,1,2011,5,N2P1,111,physalis,pumila,0.25
PPL01,1,2011,5,N2P1,121,salvia,azurea,11.25
PPL01,1,2011,5,N2P1,14,dichanthelium,oligosanthes,28
PPL01,1,2011,5,N2P1,17,poa,pratensis,2.25
PPL01,1,2011,5,N2P1,18,sorghastrum,nutans,15.5
PPL01,1,2011,5,N2P1,2,andropogon,gerardii,47
PPL01,1,2011,5,N2P1,21,sporobolus,asper,13.75
PPL01,1,2011,5,N2P1,216,euphorbia,serpens,0.25
PPL01,1,2011,5,N2P1,29,panicum,capillare,4.75
PPL01,1,2011,5,N2P1,3,andropogon,scoparius,3.75
PPL01,1,2011,5,N2P1,34,carex,meadii,21.5
PPL01,1,2011,5,N2P1,4,bouteloua,curtipendula,1.5
PPL01,1,2011,5,N2P1,46,ambrosia,psilostachya,6
PPL01,1,2011,5,N2P1,55,asclepias,verticillata,0.75
PPL01,1,2011,5,N2P1,58,aster,ericoides,7
PPL01,1,2011,5,N2P1,59,aster,oblongifolius,19.25
PPL01,1,2011,5,N2P1,71,conyza,canadensis,4
PPL01,1,2011,6,N1P0,106,dalea,candida,6.75
PPL01,1,2011,6,N1P0,12,koeleria,pyramidata,0.75
PPL01,1,2011,6,N1P0,120,ruellia,humilis,0.25
PPL01,1,2011,6,N1P0,128,solidago,missouriensis,7.25
PPL01,1,2011,6,N1P0,14,dichanthelium,oligosanthes,8
PPL01,1,2011,6,N1P0,17,poa,pratensis,1.75
PPL01,1,2011,6,N1P0,18,sorghastrum,nutans,14.75
PPL01,1,2011,6,N1P0,2,andropogon,gerardii,21.5
PPL01,1,2011,6,N1P0,21,sporobolus,asper,0.75
PPL01,1,2011,6,N1P0,216,euphorbia,serpens,0.25
PPL01,1,2011,6,N1P0,3,andropogon,scoparius,66.25
PPL01,1,2011,6,N1P0,33,carex,heliophila,9
PPL01,1,2011,6,N1P0,34,carex,meadii,14
PPL01,1,2011,6,N1P0,4,bouteloua,curtipendula,5.75
PPL01,1,2011,6,N1P0,58,aster,ericoides,2.25
PPL01,1,2011,6,N1P0,59,aster,oblongifolius,6
PPL01,1,2011,7,N1P2,102,oxalis,stricta,2.5
PPL01,1,2011,7,N1P2,111,physalis,pumila,2.5
PPL01,1,2011,7,N1P2,128,solidago,missouriensis,6.75
PPL01,1,2011,7,N1P2,14,dichanthelium,oligosanthes,8.75
PPL01,1,2011,7,N1P2,18,sorghastrum,nutans,10.25
PPL01,1,2011,7,N1P2,2,andropogon,gerardii,78.75
PPL01,1,2011,7,N1P2,21,sporobolus,asper,5
PPL01,1,2011,7,N1P2,3,andropogon,scoparius,0.75
PPL01,1,2011,7,N1P2,33,carex,heliophila,3
PPL01,1,2011,7,N1P2,34,carex,meadii,4.25
PPL01,1,2011,7,N1P2,4,bouteloua,curtipendula,7
PPL01,1,2011,7,N1P2,40,amorpha,canescens,25.25
PPL01,1,2011,7,N1P2,46,ambrosia,psilostachya,0.5
PPL01,1,2011,7,N1P2,54,asclepias,stenophylla,0.75
PPL01,1,2011,7,N1P2,58,aster,ericoides,31.5
PPL01,1,2011,7,N1P2,93,lithospermum,incisum,0.75
PPL01,1,2011,8,N2P2,102,oxalis,stricta,33
PPL01,1,2011,8,N2P2,128,solidago,missouriensis,0.75
PPL01,1,2011,8,N2P2,14,dichanthelium,oligosanthes,10
PPL01,1,2011,8,N2P2,17,poa,pratensis,1.5
PPL01,1,2011,8,N2P2,18,sorghastrum,nutans,16
PPL01,1,2011,8,N2P2,2,andropogon,gerardii,47.5
PPL01,1,2011,8,N2P2,21,sporobolus,asper,2
PPL01,1,2011,8,N2P2,29,panicum,capillare,4
PPL01,1,2011,8,N2P2,3,andropogon,scoparius,3.5
PPL01,1,2011,8,N2P2,33,carex,heliophila,0.5
PPL01,1,2011,8,N2P2,34,carex,meadii,22.25
PPL01,1,2011,8,N2P2,4,bouteloua,curtipendula,1
PPL01,1,2011,8,N2P2,40,amorpha,canescens,1.25
PPL01,1,2011,8,N2P2,46,ambrosia,psilostachya,9.5
PPL01,1,2011,8,N2P2,55,asclepias,verticillata,1
PPL01,1,2011,8,N2P2,58,aster,ericoides,48.25
PPL01,1,2011,8,N2P2,71,conyza,canadensis,1.5
PPL01,1,2011,8,N2P2,86,kuhnia,eupatorioides,0.75
PPL01,1,2011,9,N1P2,11,eragrostis,spectabilis,2.25
PPL01,1,2011,9,N1P2,12,koeleria,pyramidata,1
PPL01,1,2011,9,N1P2,120,ruellia,humilis,0.25
PPL01,1,2011,9,N1P2,128,solidago,missouriensis,3
PPL01,1,2011,9,N1P2,14,dichanthelium,oligosanthes,5.5
PPL01,1,2011,9,N1P2,17,poa,pratensis,5.75
PPL01,1,2011,9,N1P2,18,sorghastrum,nutans,22.5
PPL01,1,2011,9,N1P2,2,andropogon,gerardii,65
PPL01,1,2011,9,N1P2,21,sporobolus,asper,9.75
PPL01,1,2011,9,N1P2,3,andropogon,scoparius,24.75
PPL01,1,2011,9,N1P2,33,carex,heliophila,10.25
PPL01,1,2011,9,N1P2,34,carex,meadii,5
